1,abdomen,[名]腹部，腹
2,abide,[動]我慢する
3,abortive,[形]未成熟の.不成功の
4,abstain,[動]慎む，控える
5,accelerator,[名]加速装置
6,acclaim,[名]大かっさい，歓呼
7,accommodating,[形]親切な
8,accompanist,[名]伴奏者
9,accountability,[名]説明義務
10,accountable,[形]釈明の義務のある
11,additive,[名]添加物
12,adept,[名]達人
13,adherent,[名]支持者
14,adhesive,[名]接着剤
15,adoration,[名]敬愛
16,advent,[名]出現
17,adversary,[名]敵、対戦相手
18,advocacy,"[名]支持, 弁護"
19,aesthetics,[名]美学
20,affidavit,[名]供述書
21,affiliate,[名]関係者、系列会社
22,affiliation,[名]提携
23,affinity,[名]親近感、密接な関係
24,affluence,"[名]豊富, 富裕, 流入"
25,afresh,[副]再び
26,aftermath,[名]結果
27,aggregate,[名]集合
28,airman,[名]飛行士
29,airship,[名]飛行船
30,ale,[名]エール
31,alibi,[名]アリバイ
32,alight,[動]降り立つ
33,allegiance,[名]忠誠、献身
34,allotment,[名]割当額
35,alloy,[名]合金
36,allude,[動]ほのめかす
37,allure,[名]魅力
38,aloft,[副]上空に
39,alto,[名]アルト歌手
40,amass,[動]集める
41,amber,"[名]琥珀, こはく色"
42,ambush,[名]待ち伏せ
43,ammonia,[名]アンモニア
44,ammunition,[名]弾薬
45,amnesty,[名]恩赦
46,anchorage,[名]停泊地
47,antagonism,"[名]対立, 敵意"
48,antagonist,[名]対立者
49,anthropologist,[名]人類学者
50,antibiotic,[名]抗生物質
51,antonym,[名]反意語
52,apologetic,"[形]謝罪の, すまなそうな"
53,appalling,[形]とてもひどい
54,appropriation,[名]充当
55,archaeologist,[名]考古学者
56,archer,[名]弓の射手
57,archive,[名]記録保管所
58,ardent,[形]熱烈な、熱心な
59,arduous,[形]困難な、骨の折れる
60,armament,"[名]軍備, 装備, 武装"
61,aroma,[名]香り
62,arsenal,[名]兵器
63,artery,[名]動脈
64,articulate,[名]はっきり発音する
65,artillery,[名]大砲
66,asphalt,[名]アスファルト
67,assured,[名]保険金受取人
68,asthma,[名]ぜんそく
69,astound,[動]びっくり仰天させる
70,atrocity,[名]残虐行為
71,attempted,[形]未遂の
72,attributable,[形]起因する
73,audible,[形]聞き取れる
74,authenticity,[名]真正
75,autograph,[名]サイン
76,autonomous,"[形]自治の, 自主的な"
77,aversion,[名]嫌悪感
78,awakening,"[名]目覚め, 気づくこと"
79,aye,"[名]肯定の答, 賛成投票者"
80,backfire,[名]逆火
81,backup,"[名]裏打ち, 支援"
82,bacterial,[形]バクテリアの
