1,abandon,"[動]捨て去る"
2,abandoned,"[形]見捨てられた"
3,abolish,"[動]廃止する"
4,absurd,"[名]道理に反した"
5,abundance,"[名]豊富"
6,abundant,"[形]豊富な"
7,academy,"[名]学会、王立美術院"
8,accidental,"[形]偶然の"
9,accommodation,"[名]宿泊設備"
10,accomplished,"[形]成就した"
11,accomplishment,"[名]完成、成就"
12,accordingly,"[副]それに応じて"
13,accurately,"[副]正確に"
14,accused,"[形]告発された"
15,accustom,"[動]慣らす"
16,accustomed,"[形]慣れた"
17,acquaint,"[動]知らせる、熟知させる"
18,acquisition,"[名]買収、入手(したもの)"
19,acute,"[形]鋭い、急性の"
20,adventurer,"[名]冒険家"
21,adventurous,"[形]冒険好きな"
22,advertise,"[動]広告を出す"
23,advertising,"[名]広告"
24,aggressive,"[形]攻撃的な、強引な"
25,agony,"[名]苦悩"
26,agreeable,"[形]気持ちのよい"
27,aisle,"[名]通路"
28,alert,"[名]警戒警報"
29,alliance,"[名]提携、同盟"
30,alligator,"[名]アリゲーター"
31,allowance,"[名]手当、小遣い"
32,ambassador,"[名]大使、使節"
33,animation,"[名]アニメーション"
34,annoy,"[動]いらいらさせる"
35,antenna,"[名]アンテナ"
36,anticipate,"[動]予想する、予期する"
37,apparatus,"[名]器具、装置"
38,appreciation,"[名]感謝"
39,approximately,"[形]おおよそ、約"
40,arcade,"[名]アーケード"
41,arched,"[形]アーチ形の"
42,architect,"[名]建築家"
43,architecture,"[名]建築、建築学"
44,arena,"[名]闘技場、舞台"
45,arithmetic,"[名]算数"
46,armed,"[形]武装した"
47,armor,"[名]よろい"
48,ascend,"[動]登る"
49,aspirin,"[名]アスピリン"
50,assemble,"[動]組み立てる"
51,assembly,"[名]集会、会合"
52,assign,"[動]割り当てる"
53,assignment,"[名]課題"
54,assumption,"[名]想定、憶測"
55,assurance,"[名]保証"
56,astonish,"[動]驚かす"
57,astonishing,"[形]驚くべき"
58,attain,"[動]達成する"
59,attendant,"[名]接客係、付人"
60,auto,"[名]自動車"
61,awareness,"[名]自覚すること"
62,awe,"[名]畏怖"
63,awkward,"[形]ぎこちない"
64,ballet,"[名]バレエ"
65,ballpoint,"[名]ボールペン"
66,bang,"[名]強打、ごう音"
67,barn,"[名]納屋"
68,barrier,"[名]妨げるもの"
69,beaten,"[形]打ち負かされた"
70,beating,"[名]鼓動"
71,beetle,"[名]カブトムシ"
72,behalf,"[名]援助、支持、利益"
73,belly,"[名]腹部"
74,belonging,"[名]所有物、所属"
75,bent,"[動]bendの過去形"
76,biological,"[形]生物学的な"
77,biologist,"[名]生物学者"
78,biology,"[名]生物学"
79,blaze,"[名]火事、炎"
80,blond,"[名]ブロンドの人"
81,blueberry,"[名]ブルーベリー"
82,boredom,"[名]退屈"
83,borrower,"[名]借り手"
84,boyhood,"[名]少年時代"
85,bra,"[名]ブラジャー"
86,bracelet,"[名]ブレスレット"
87,bravely,"[副]勇敢に"
88,breadth,"[名]幅"
89,breaker,"[名]破壊者"
90,breathing,"[名]呼吸"
91,brim,"[名]縁"
92,broadcasting,"[名]放送"
93,broke,"[動]breakの過去形"
94,bronze,"[名]銅、⻘銅"
95,brutal,"[形]残虐な"
96,bug,"[名]欠陥、誤り"
97,bulb,"[名]電球"
98,bulk,"[名]大部分"
99,bump,"[名]こぶ"
100,bundle,"[名]束"
101,bureau,"[名]局、事務局"
102,burglar,"[名]強盗"
103,burning,"[形]燃えるように"
104,calculation,"[名]計算"
105,calf,"[名]子牛"
106,calorie,"[名]カロリー"
107,candidate,"[名]候補者"
108,canvas,"[名]粗布、画布"
109,cape,"[名]岬"
110,capitalism,"[名]資本主義"
111,capitalist,"[名]資本家"
112,carelessly,"[副]不注意に"
113,caring,"[形]世話をする、福祉の"
114,carve,"[動]彫刻する、(肉を)切り分ける"
115,catcher,"[名]捕手、キャッチャー"
116,cathedral,"[名]聖堂"
117,Catholic,"[形]キリスト教徒の"
118,cautious,"[形]慎重な"
119,cease,"[名]中断"
120,cereal,"[名]穀物、穀草"
121,challenging,"[形]困難な"
122,chamber,"[名]部屋"
123,championship,"[名]選手権大会"
124,chaos,"[名]大混乱"
125,charming,"[形]魅惑的な"
126,charter,"[名]憲章、国連憲章"
127,chat,"[名]おしゃべり"
128,chip,"[名]かけら"
129,chorus,"[名]コーラス"
130,Christianity,"[名]キリスト教"
131,cider,"[名]リンゴジュース"
132,circular,"[形]円の"
133,civilian,"[名]⺠間人"
134,civilization,"[名]文明"
135,civilize,"[動]文明化する"
136,clay,"[名]粘土"
137,click,"[名]カチッという音"
138,climax,"[名]絶頂"
139,clover,"[名]クローバー"
140,clue,"[名]手がかり"
141,coconut,"[名]ココナツ"
142,coffeehouse,"[名]喫茶店"
143,colleague,"[名]同僚"
144,colonial,"[形]植⺠地の"
145,colonist,"[名]入植者"
146,combat,"[名]戦闘、格闘"
147,comedian,"[名]喜劇役者"
148,commander,"[名]指揮者"
149,commitment,"[名]献身、約束"
150,commonly,"[副]一般に"
151,communist,"[名]共産主義者"
152,competitive,"[形]競争的な"
153,compose,"[動]構成する"
154,comprehension,"[名]理解、理解力"
155,compromise,"[名]妥協"
156,conceal,"[動]隠す"
157,conceive,"[動]考える"
158,concentrated,"[形]集中した"
159,concept,"[名]概念"
160,concrete,"[形]具体的な"
161,condemn,"[動]非難する"
162,condense,"[動]凝縮する"
163,conductor,"[名]車掌、指揮者"
164,confine,"[動]制限する."
165,confront,"[動]直面する、対決する"
166,confuse,"[動]混乱させる"
167,confused,"[形]混乱した"
168,confusing,"[形]紛らわしい"
169,confusion,"[名]混乱"
170,congratulations,"[名]祝賀"
171,conqueror,"[名]征服者"
172,conquest,"[名]征服"
173,consensus,"[名]一致、同意"
174,consent,"[名]同意"
175,consequently,"[副]結果として"
176,conservation,"[名]保護、維持"
177,conservative,"[形]保守的な"
178,considering,"[前]考慮すると"
179,consistent,"[形]一貫した"
180,constitute,"[動]構成する"
181,consult,"[動]相談する"
182,consultant,"[名]コンサルタント"
183,consume,"[動]消費する"
184,consumer,"[名]消費者"
185,consumption,"[名]消費"
186,contemporary,"[名]同時代のもの"
187,contempt,"[名]軽蔑、侮辱罪"
188,continuous,"[形]連続的な"
189,contribute,"[動]寄付する、貢献する"
190,convert,"[名]改宗者"
191,convey,"[動]伝える、伝達する"
192,conviction,"[名]確信、信念"
193,cooker,"[名]調理器具"
194,cope,"[動]対処する"
195,copper,"[名]銅"
196,core,"[名]芯、中心"
197,corridor,"[名]廊下"
198,coupon,"[名]割引券"
199,courageous,"[形]勇敢な"
200,cradle,"[名]揺りかご"
201,creamy,"[形]クリーム状の"
202,creativity,"[名]創造性"
203,cricket,"[名]コオロギ"
204,critic,"[名]評論家"
205,crocodile,"[名]ワニ"
206,crossroad,"[名]交差点、岐路"
207,crosswalk,"[名]横断歩道"
208,crucial,"[形]非常に重要な"
209,cube,"[名]立方体"
210,cucumber,"[名]キュウリ"
211,cultivate,"[動]育む、助⻑する"
212,cunning,"[名]狡猾さ"
213,currency,"[名]通貨"
214,currently,"[形]現在のところ"
215,dairy,"[名]乳製品"
216,daisy,"[名]ヒナギク"
217,damn,"[動]酷評する"
218,damp,"[名]湿気"
219,daring,"[名]大胆不敵"
220,darken,"[動]暗くする"
221,darkly,"[副]陰気に"
222,daylight,"[名]夜明け"
223,deadline,"[名]締切、期日"
224,dealing,"[名]商取り引き"
225,dearly,"[副]深く"
226,decided,"[形]明白な"
227,declaration,"[名]宣言"
228,decoration,"[名]装飾"
229,defect,"[名]欠陥、不備"
230,delightful,"[形]楽しい"
231,democrat,"[名]⺠主党員"
232,demonstration,"[名]デモ"
233,dense,"[形]密集した"
234,depression,"[名]憂鬱、うつ病"
235,deprive,"[動]奪う"
236,derive,"[動]得る、派生する"
237,desperate,"[形]必死の"
238,desperately,"[副]死に物狂いで"
239,despise,"[動]軽蔑する、嫌がる"
240,destiny,"[名]運命"
241,destructive,"[形]破壊的な"
242,detect,"[動]感知する、探知する"
243,developed,"[動]発展させる、開発する"
244,developer,"[名]宅地開発業者、開発者"
245,devote,"[動]捧げる"
246,devotion,"[名]献身"
247,dignity,"[名]威厳、気品"
248,diligent,"[形]勤勉な"
249,dim,"[形]ほの暗い"
250,dine,"[動]食事をする"
251,dinosaur,"[名]恐⻯"
252,dip,"[名]下落"
253,diplomatic,"[形]外交の"
254,disappointed,"[形]がっかりした"
255,discharge,"[名]排出"
256,disco,"[名]ディスコ"
257,disgrace,"[名]不名誉"
258,disguise,"[名]変装"
259,disgust,"[名]むかつくような嫌悪"
260,disgusting,"[形]むかむかする"
261,dishwater,"[名]汚れ水"
262,disorder,"[名]乱雑、混乱"
263,dispose,"[動]処分する"
264,dispute,"[名]論争、口論"
265,dissolve,"[動]溶かす"
266,distinction,"[名]違い、区別"
267,distinctly,"[副]はっきりと"
268,distinguished,"[形]卓越した、著名な"
269,distress,"[名]苦痛、悩み"
270,disturb,"[動]邪魔する"
271,divorce,"[名]離婚"
272,dock,"[名]波止場"
273,dolphin,"[名]イルカ"
274,dominant,"[形]支配的な"
275,dominate,"[動]支配する"
276,donkey,"[名]ロバ"
277,doorstep,"[名]戶口の上がり段"
278,doubtful,"[形]疑っている"
279,doubtless,"[形]疑いのない"
280,dove,"[名]ハト"
281,downward,"[形]下方への"
282,drain,"[動]排出させる"
283,drawn,"[動]drawの過去分詞"
284,dread,"[動]ひどく怖がる"
285,dresser,"[名]たんす"
286,dressmaker,"[名]洋裁師"
287,drier,"[名]乾燥器"
288,drip,"[名]しずく"
289,dwell,"[動]居住する"
290,dye,"[動]染める"
291,dying,"[動]dieの現在分詞"
292,eagerly,"[副]熱心に"
293,eagerness,"[名]熱望、熱意"
294,earnest,"[形]まじめ"
295,earning,"[名]稼ぐ"
296,earthly,"[形]世俗的な、この世の"
297,Easter,"[名]復活祭"
298,economical,"[形]経済的な"
299,economist,"[名]経済学者"
300,edit,"[動]編集する"
301,educated,"[形]教養のある"
302,educator,"[名]教育者"
303,effectively,"[副]効果的に"
304,elective,"[形]選択の"
305,electronics,"[名]電子工学"
306,elegant,"[形]上品な"
307,elementary,"[名]初等の"
308,elite,"[名]選ばれた者"
309,embarrass,"[動]気まずい思いをさせる"
310,embarrassing,"[形]当惑させる"
311,embassy,"[名]大使館"
312,emotionally,"[副]感情的に"
313,enlarge,"[動]拡大する、広くする"
314,ensure,"[動]確実にする"
315,entertainer,"[名]芸能人"
316,entitle,"[動]資格を与える"
317,environmental,"[形]環境の"
318,equality,"[名]平等"
319,erase,"[動]消す、消去する"
320,erect,"[動]立てる"
321,errand,"[名]使い"
322,esteem,"[名]尊敬"
323,eternal,"[形]永遠の"
324,ethnic,"[形]⺠族の"
325,evaluate,"[動]評価する"
326,evaluation,"[名]評価"
327,evidently,"[副]明らかに"
328,evolution,"[名]進化"
329,exaggerate,"[動]誇張する"
330,exceed,"[動]超える"
331,excessive,"[形]過度の"
332,exclaim,"[動]叫ぶ"
333,exclude,"[動]除く"
334,executive,"[名]重役"
335,exhaust,"[名]排気ガス"
336,exhausted,"[形]疲れ果てた"
337,expansion,"[名]拡張、発展"
338,expedition,"[名]遠征、探検"
339,experienced,"[形]経験した"
340,experimental,"[形]試験的な"
341,exploration,"[名]探査、探索"
342,exposure,"[名]さらすこと"
343,extensive,"[形]大規模な、広範囲の"
344,exterior,"[名]外部、外観"
345,facial,"[形]顔の"
346,facility,"[名]施設"
347,fairness,"[名]公正"
348,faithfully,"[副]正確に"
349,famine,"[名]飢饉"
350,fantastic,"[形]すばらしい"
351,fantasy,"[名]夢想、空想"
352,farewell,"[名]別れ"
353,farmhouse,"[名]農家"
