1,abbreviate,[動]短縮する
2,abort,[動]中止になる
3,abstraction,[名]抽象概念
4,absurdity,[名]ばかげた行為
5,acceleration,[名]加速度
6,acoustic,[名]音響学
7,activate,[動]活動的にする
8,actuality,[名]現実、実在
9,addicted,[形]常習的な
10,addictive,[形]習慣性の
11,adequacy,[名]適切さ
12,adherence,[名]執着，忠実
13,adjacent,[形]隣接する
14,admittance,[名]入場許可
15,admittedly,[副]明らかに
16,adorable,[形]愛らしい、魅力的な
17,adornment,[名]装飾品
18,adversity,[名]逆境
19,aerobic,[形]エアロビクスの
20,afar,[副]遠くに
21,affected,[形]影響を受けた
22,affirmation,"[名]肯定, 宣誓"
23,affix,[動]添付する 
24,affluent,[形]豊富な
25,aggravate,[動]悪化させる
26,aggressor,[名]侵略者
27,agitate,[動]動揺させる
28,agonizing,[形]苦しい
29,ailment,[名]病気
30,akin,[形]類似して
31,alienate,[動]疎外する
32,alienation,[名]疎外感
33,allergic,[形]アレルギーの
34,allergy,[名]アレルギー
35,allocation,[名]割り当て
36,allot,[動]割り当てる
37,aloof,[形]離れて
38,alpine,[形]高山の
39,alternately,[副]交替で
40,amenity,[名]快適さ
41,amiable,[形]親しみやすい
42,amplify,[動]拡大する
43,analogous,[形]似ている
44,anarchist,[名]無政府主義者
45,anarchy,[名]政治的混乱、無秩序
46,anecdote,[名]逸話、秘話
47,angelic,[形]天使のような
48,animate,[動]生命を与える
49,animated,[形]生きているような
50,antiquity,[名]古いこと
51,anytime,[副]いつでも
52,apathy,"[名]無感動, 無関心, 冷淡"
53,apiece,[副]個々に
54,apprehend,[動]理解する
55,apprenticeship,[名]徒弟期間
56,aptitude,[名]才能、適性
57,aquatic,[形]水生の
58,archbishop,"[名]大司教, 大主教"
59,armful,[名]腕一杯
60,artful,[形]巧妙な
61,assassin,[名]暗殺者
62,assassination,[名]暗殺
63,assertive,[形]断言的な
64,assimilate,[動]同化する
65,astray,[副]道に迷って
66,astronomical,[形]天文学的な
67,attest,[動]証明する
68,auditor,[名]会計検査官、聴講生
69,authoritarian,[名]権威主義者
70,automate,[動]自動化する
71,automotive,[形]自動車の
72,avalanche,[名]雪崩
73,avert,[動]そらす 
74,awesome,[形]畏敬の念に満ちた
75,badger,[名]アナグマ
76,banjo,[名]バンジョー
77,barbarism,[名]野蛮
78,barometer,[名]気圧計
79,barter,[動]物々交換する
80,battlefield,[名]戦場
81,beet,"[名]ビート, ビートの根"
82,behavioral,[形]行動の
83,bellboy,[名]ボーイ
84,beta,[名]ベータ
85,billiards,[名]ビリヤード
86,bin,[名]容器、貯蔵所
87,binder,[名]バインダー
88,biotechnology,[名]生物工学
89,bitch,[名]あばずれ女
90,bizarre,[形]奇怪な
91,blacken,[動]黒くする
92,blizzard,[名]大吹雪
93,blooming,[形]花が咲いている
94,boarder,[名]下宿人
95,boarding,[名]搭乗
96,bog,[動]動きが取れない
97,bomber,[名]爆撃手
98,bondage,[名]苦役、強制労役
99,bonfire,[名]たき火
100,boon,[名]恩恵、恵み
101,botanist,[名]植物学者
102,bottomless,[形]底なしの
103,boulder,[名]大きな丸い石
104,boulevard,[名]大通り
105,bowler,[名]ボウリングをする人
106,bran,[名]ぬか
107,breeder,[名]飼育者
108,breeding,"[名]繁殖, 教養"
109,briefing,[名]簡潔な説明
110,broadcaster,[名]放送者
111,browse,[動]拾い読みする 
112,buck,[名]ドル
113,burdensome,[形]煩わしい
114,bust,[動]破産する
115,butler,[名]執事
116,cameraman,[名]映画・テレビの撮影技師
117,camouflage,[動]偽装を施す
118,canon,[名]戒律，規範
119,captivate,[動]魅了する
120,carefree,[形]心配のない
121,caretaker,[名]管理人
122,carol,[名]喜びの歌
123,carp,[名]鯉
124,casting,[名]鋳物
125,caterpillar,[名]イモムシ、キャタピラー
126,cauliflower,[名]カリフラワー
127,ceaseless,[形]絶え間のない
128,cedar,[名]ヒマラヤスギ
129,celestial,[形]天体の
130,censor,[名]検閲官
131,censorship,"[名]検閲, 検閲制度"
132,centralize,[動]中心に集まる
133,champagne,[名]シャンパン
134,chant,"[名]歌, 聖歌"
135,chauffeur,[名]運転手
136,cheeky,[形]生意気な
137,cheery,"[形]上機嫌の, 陽気な"
138,childbirth,[名]出産
139,childless,[形]子供のない
140,cholesterol,[名]コレステロール
141,chronic,[形]慢性の、常習の
142,chronicle,[名]年代記、記録
143,chunk,[名]かなりの量
144,circumstantial,[形]状況の
145,cleanliness,[名]清潔
146,clearance,[名]清算、在庫一掃
147,clog,[動]詰まらせる
148,coastline,[名]海岸線
149,cocaine,[名]コカイン
150,coherence,[名]首尾一貫性
151,coke,[名]コカコーラ
152,collaborate,[動]協力する
153,collaboration,[名]協力
154,colon,[名]コロン
155,commemorate,[動]記念となる
156,commercialism,[名]営利主義
157,commune,[動]親しく交わる
158,communicator,[名]伝達者
159,compassionate,[形]情け深い
160,complacent,[形]自己満足の
161,comprehensible,[形]わかりやすい
162,compulsion,[名]衝動
163,compulsive,[形]強迫観念にとらわれた
164,computing,[形]コンピュータの
165,conceited,[形]うぬぼれの強い
166,condemnation,[名]非難
167,conditioner,[名]空気調節装置
168,conditioning,[名]調整、条件付け
169,conformity,[名]服従、従順
170,confound,[動]混乱させる
171,congenial,[形]気性の合った
172,congestion,[名]混雑
173,conjecture,"[名]推測, 判読"
174,connected,"[形]連結した, 連続した"
175,consolation,[名]慰め
176,constable,"[名]治安官, 巡査"
177,constituency,[名]選挙民
178,constituent,[形]憲法制定の
179,contaminant,[名]汚染物質
180,contamination,[名]汚染
181,contemptuous,[形]人をばかにした
182,contention,[名]論点
183,contestant,"[名]論争者, 競争相手"
184,contour,[形]等高を示す
185,contradictory,[形]矛盾した
186,converse,[形]逆の
187,conversely,[副]逆に
188,copyright,[名]著作権
189,cosmic,[形]宇宙の
190,cowardice,[名]臆病
191,crave,[動]切望する
192,credibility,"[名]信用, 信頼性"
193,crescent,[名]三日月
194,crest,[名]鳥のとさか
195,crimson,[形]あかね色の
196,crumble,[動]崩壊する、砕ける
197,crunch,[動]バリバリかむ
198,cuddle,[動]寄り添う
199,cuisine,[名]料理
200,cult,[形]新興宗教の
201,cultivator,[名]耕作者
202,curb,[名]縁石
203,curfew,[名]門限
204,cynical,[形]あざ笑って
205,dabble,[動]道楽半分で手を出す
206,daffodil,[名]ラッパズイセン
207,damned,[形]いまいましい
208,darn,[動]つくろう
209,daze,[動]ぼう然とさせる
210,debatable,[形]論争の余地がある
211,deceptive,[形]人をだますような
212,decree,[名]法令
213,deduct,[動]差し引く
214,deduction,[名]控除
215,defenseless,[形]無防備の
216,deform,[動]ゆがめる
217,degrade,[動]品位を落とす
218,denote,[動]表示する
219,denounce,[動]非難する
220,deposition,[名]堆積物
221,depot,[名]貯蔵所，倉庫
222,designation,[名]指示
223,desirous,[形]望んで
224,detain,[動]留置する
225,detection,[名]発見
