1,abbey,"[名]修道院、大寺院"
2,aberration,"[名]常軌を逸すること"
3,abet,"[動]けしかける、教唆する"
4,abiding,"[形]変わることのない"
5,ablaze,"[形]明るく輝いて,"
6,abrasive,"[名]研磨剤"
7,abstinence,"[名]節制、禁欲"
8,abyss,"[名]溝、深淵"
9,accomplice,"[名]共犯者"
10,accrue,"[動]生じる"
11,acquit,"[動]無罪にする"
12,acquittal,"[名]無罪放免"
13,acronym,"[名]頭字語"
14,acumen,"[名]明敏さ"
15,adamant,"[名]非常に固いもの"
16,adjoining,"[形]隣接する"
17,admonish,"[動]訓戒する、勧告する"
18,adrift,"[形]漂って"
19,adultery,"[名]不貞"
20,affable,"[形]愛想のよい"
21,affiliated,"[形]系列の"
22,aggrieved,"[形]苦悩に満ちた"
23,ailing,"[形]病気の"
24,airborne,"[形]風媒の"
25,alias,"[名]別名"
26,align,"[動]揃える"
27,alleviate,"[動]緩和する、軽減する"
28,alluring,"[形]魅惑的な"
29,allusion,"[名]言及"
30,altruism,"[名]利他主義"
31,alumnus,"[名]同窓生"
32,ambivalent,"[形]反対感情両立的な"
33,amply,"[副]十分に"
34,anemia,"[名]貧血症"
35,anesthesia,"[名]麻酔"
36,anesthetic,"[名]麻酔剤"
37,anew,"[副]改めて、新たに、新規に"
38,animosity,"[名]敵意、憎悪"
39,annex,"[名]別館、離れ"
40,annuity,"[名]年金"
41,annul,"[動]無効にする"
42,anomaly,"[名]例外"
43,ante,"[名]ポーカーの掛け金"
44,anthem,"[名]賛歌"
45,antidote,"[名]解毒剤"
46,antipathy,"[名]憎悪、毛嫌い"
47,antiquated,"[形]古臭くなった、古風な"
48,apocalypse,"[名]啓示"
49,apostle,"[名]使徒、主唱者"
50,appease,"[動]なだめる、鎮める"
51,apprehensive,"[形]不安な"
52,arbor,"[名]高木"
53,arcane,"[形]難解な"
54,archipelago,"[名]群島、多島海"
55,aria,"[名]歌、旋律"
56,arid,"[形]乾燥した"
57,ark,"[名]ノアの箱舟"
58,arson,"[名]放火"
59,arthritis,"[名]関節炎"
60,ascendancy,"[名]優位"
61,aspen,"[名]ポプラ"
62,assortment,"[名]分類"
63,asteroid,"[名]小惑星"
64,astute,"[形]抜け目のない、ずるい"
65,asylum,"[名]保護施設"
66,attrition,"[名]自然減少"
67,audacious,"[形]大胆な、無謀な"
68,audacity,"[名]厚かましさ"
69,aura,"[名]雰囲気、霊気"
70,austere,"[形]厳格な"
71,austerity,"[名]厳粛"
72,autocratic,"[形]独裁的な"
73,avenge,"[動]かたきを討つ"
74,avid,"[形]熱心な、熱烈な"
75,backdrop,"[名]背景"
76,backer,"[名]裏書人、後援者"
77,backlash,"[名]反発、反動"
78,baggy,"[形]だぶだぶの"
79,balk,"[名]妨害、障害"
80,bane,"[名]災い"
81,banter,"[名]気さくな会話、ひやかし"
82,barbed,"[形]とげのある"
83,bard,"[名]吟遊詩人"
84,baroque,"[名]バロック様式"
85,barrage,"[名]連発、続出"
86,bask,"[動]日光浴をする"
87,bastion,"[名]稜堡、要塞、とりで"
88,battalion,"[名]大隊"
89,beacon,"[名]信号塔、灯台"
90,bedrock,"[名]基盤"
91,beguile,"[動]だます"
92,belligerent,"[名]交戦国、戦闘員"
93,bemoan,"[動]嘆く"
94,benchmark,"[名]基準、水準"
95,benefactor,"[名]後援者、恩人"
96,bidder,"[名]入札者"
97,bigotry,"[名]偏狭"
98,biopsy,"[名]生体検査"
99,birch,"[名]かばの木"
100,blatant,"[形]騒々しい、見え透いた"
101,blight,"[名]だめにするもの"
102,blister,"[名]水ぶくれ"
103,bluff,"[名]はったり"
104,blurt,"[名]出し抜けに言うこと"
105,boardroom,"[名]重役用会議室"
106,bogus,"[形]いんちきの"
107,boisterous,"[形]騒がしい、バカ騒ぎの"
108,bombard,"[名]射石砲"
109,bombardment,"[名]砲撃"
110,boomer,"[名]ベビーブーム世代"
111,booty,"[名]戦利品"
112,booze,"[名]アルコール飲料"
113,botch,"[名]へたな仕事"
114,bounty,"[名]報奨金"
115,bower,"[名]木陰"
116,brandish,"[動]振り回す"
117,brash,"[名]吹出物"
118,bravado,"[名]虚勢"
119,brawl,"[名]喧嘩"
120,brazen,"[動]決然と対決する"
121,breathtaking,"[形]息をのむような"
122,brethren,"[名]同胞"
123,brittle,"[名]もろい"
124,buffer,"[名]緩衝材"
125,bullish,"[形]雄牛のような"
126,bun,"[名]ロールパン"
127,buoyant,"[形]浮力のある"
128,burgeon,"[名]新芽"
129,burly,"[形]たくましい"
130,burnish,"[動]磨く"
131,burrow,"[名]隠れ場、避難所"
132,buttress,"[名]支え、控え壁（状のもの）"
133,buyout,"[名]買い占め"
134,cache,"[名]隠し場所"
135,cadet,"[名]士官候補生、見習い"
136,calculus,"[名]微積分学"
137,caliber,"[名]力量"
138,canine,"[名]犬、イヌ科の動物"
139,canny,"[形]抜け目のない、用心深い"
140,capitalize,"[動]資本に組み入れる"
141,capitulate,"[動]降伏する"
142,carcass,"[名]死体、人の死体"
143,cardiac,"[名]強心剤"
144,cardiovascular,"[名]心臓血管"
145,cartel,"[名]企業連合"
146,caste,"[名]社会的地位"
147,catalyst,"[名]触媒"
148,catapult,"[名]射出器"
149,caucus,"[名]党員集会"
150,centennial,"[名]１００年祭"
151,centerpiece,"[名]中央に置く飾り物"
152,chaplain,"[名]施設付き司祭"
153,charred,"[形]黒焦げの"
154,chasm,"[名]深い割れ目、隙間"
155,chasten,"[動]懲らしめる、鍛える"
156,chide,"[動]たしなめる、叱る"
157,choreographer,"[名]振付師"
158,chromosome,"[名]染色体"
159,circumvent,"[動]回避する"
160,citation,"[名]引用"
