1,aboard,"[副]乗り物に乗って"
2,absolutely,"[副]絶対に、完全に"
3,absorb,"[動]吸収する"
4,abstract,"[形]抽象的な"
5,abuse,"[名]乱用、虐待"
6,acceptable,"[形]容認できる"
7,acceptance,"[名]受け入れること"
8,accessory,"[名]アクセサリー"
9,accomplish,"[動]成し遂げる"
10,accord,"[動]一致する"
11,accurate,"[形]正確な"
12,accuse,"[動]責める、非難する"
13,ache,"[動]痛む"
14,achievement,"[名]達成"
15,acid,"[形]酸味のある"
16,acquaintance,"[名]知人、知識"
17,acquire,"[動]習得する "
18,acre,"[名]エーカー"
19,acting,"[名]実演，演出, 演技"
20,actively,"[副]活発に"
21,adapt,"[動]適応する"
22,adjust,"[動]調節する、調整する"
23,adjustment,"[名]調整"
24,administration,"[名]行政、政府"
25,admiration,"[名]感嘆"
26,admission,"[名]入学・入会金"
27,advanced,"[形]発達した"
28,advertisement,"[名]広告"
29,affection,"[名]愛情"
30,aged,"[形]老齢の"
31,agricultural,"[形]農業の"
32,agriculture,"[名]農業"
33,alien,"[形]外国の"
34,alter,"[動]変える"
35,alternative,"[形]二者択一の、代わりの"
36,amateur,"[名]アマチュア"
37,amaze,"[動]驚かす"
38,amazing,"[形]驚くほどの"
39,ambition,"[名]野心、大望"
40,ambitious,"[形]野心的な"
41,amuse,"[動]面白がらせる"
42,amusement,"[名]楽しみ"
43,amusing,"[形]面白い"
44,analyze,"[動]分析する、解析する"
45,ancestor,"[名]先祖"
46,anchor,"[名]錨"
47,ancient,"[形]昔の"
48,anniversary,"[名]記念日"
49,annual,"[形]一年の"
50,antique,"[形]骨董の"
51,anxiety,"[名]不安、心配"
52,apologize,"[動]謝る"
53,apology,"[名]謝罪"
54,apparent,"[形]明らかな"
55,apparently,"[副]どうやら～らしい"
56,appetite,"[名]食欲"
57,appreciate,"[動]ありがたく思う"
58,appropriate,"[形]適切な"
59,approval,"[名]承認"
60,apricot,"[名]アンズ"
61,apt,"[形]…しがちな"
62,aquarium,"[名]水族館"
63,artificial,"[形]人工的な"
64,artistic,"[形]芸術的な"
65,ash,"[名]灰, 燃え殻"
66,ashtray,"[名]灰皿"
67,asking,"[名]求めること"
68,aspect,"[名]側面、局面"
69,ass,"[名]尻; 肛門"
70,assert,"[動]断言する、主張する"
71,associate,"[動]連想する"
72,association,"[名]共同，提携"
73,assume,"[動]仮定する"
74,assure,"[動]保証する"
75,athlete,"[名]運動選手"
76,athletic,"[形]運動の"
77,atmosphere,"[名]雰囲気"
78,attraction,"[名]魅力"
79,automatically,"[副]自動的に"
80,await,"[動]待つ"
81,award,"[動]賞などを与える "
82,awfully,"[副]とても"
83,ax,"[名]おの"
84,bamboo,"[名]竹"
85,ban,"[動]禁止する"
86,banking,"[名]銀行業"
87,barely,"[副]かろうじて"
88,barrel,"[名]樽"
89,basically,"[副]基本的に"
90,basin,"[名]洗面器"
91,beam,"[名]光線"
92,beaver,"[名]ビーバー"
93,bedside,"[名]ベッドの傍ら"
94,beggar,"[名]乞食, 貧乏人"
95,behavior,"[名]振る舞い、行動、習性"
96,beloved,"[名]最愛の人"
97,berry,"[名]ベリー"
98,betray,"[動]裏切る"
99,billion,"[名]10億"
100,bite,"[動]噛む"
101,bitterly,"[副]ひどく"
102,blade,"[名]刃"
103,bleed,"[動]出血する"
104,blend,"[動]混ぜ合わせる"
105,blessing,"[名]祝福、恵み"
106,bloody,"[形]血なまぐさい"
107,bloom,"[名]花、花盛り"
108,blossom,"[名]花"
109,blush,"[動]顔を赤らめる"
110,bodyguard,"[名]ボディーガード"
111,boiler,"[名]ボイラー"
112,bolt,"[動]ボルトで止める "
113,bond,"[名]結束、束縛"
114,bonus,"[名]ボーナス、予期しない物"
115,booklet,"[名]小冊子"
116,bother,"[動]悩ます"
117,boundary,"[名]境界線"
118,brandy,"[名]ブランデー"
119,brass,"[名]真ちゅう"
120,breakdown,"[名]崩壊"
121,breeze,"[名]そよ風"
122,bride,"[名]花嫁"
123,brief,"[形]短い、簡潔な"
124,briefcase,"[名]ブリーフケース"
125,briefly,"[副]手短に、少しの間"
126,bud,"[名]芽, つぼみ"
127,budget,"[名]予算"
128,bulldozer,"[名]ブルドーザー"
129,burden,"[名]荷物、重荷"
130,butcher,"[名]肉屋"
131,buyer,"[名]バイヤー、買い手"
132,cabin,"[名]小屋、客室"
133,cabinet,"[名]内閣"
134,calculate,"[動]計算する"
